name	|	uid	|	type	|	uniqname	|	sourceinfo	|	
Campanula turbinata f. lilacina	|	372039	|	synonym	|	Campanula turbinata f. lilacina (synonym for Campanula carpatica)	|	gbif:5410826	|	
Campanula turbinata f. pelviformis	|	372039	|	synonym	|	Campanula turbinata f. pelviformis (synonym for Campanula carpatica)	|	gbif:5410826	|	
Campanula oreophila	|	372039	|	synonym	|	Campanula oreophila (synonym for Campanula carpatica)	|	gbif:5410826	|	
Campanula carpatica var. grandiflora	|	372039	|	synonym	|	Campanula carpatica var. grandiflora (synonym for Campanula carpatica)	|	gbif:5410826	|	
Campanula carpatica var. subpilosa	|	372039	|	synonym	|	Campanula carpatica var. subpilosa (synonym for Campanula carpatica)	|	gbif:5410826	|	
Campanula turbinata	|	372039	|	synonym	|	Campanula turbinata (synonym for Campanula carpatica)	|	gbif:5410826	|	
Campanula carpatica var. hemisphaerica	|	372039	|	synonym	|	Campanula carpatica var. hemisphaerica (synonym for Campanula carpatica)	|	gbif:5410826	|	
Campanula carpatica var. oreophila	|	372039	|	synonym	|	Campanula carpatica var. oreophila (synonym for Campanula carpatica)	|	gbif:5410826	|	
Campanula carpatica f. subpilosa	|	372039	|	synonym	|	Campanula carpatica f. subpilosa (synonym for Campanula carpatica)	|	gbif:5410826	|	
Neocodon carpaticus	|	372039	|	synonym	|	Neocodon carpaticus (synonym for Campanula carpatica)	|	gbif:5410826	|	
Campanula cordifolia	|	372039	|	synonym	|	Campanula cordifolia (synonym for Campanula carpatica)	|	gbif:5410826	|	
Campanula carpatica f. dasycarpa	|	372039	|	synonym	|	Campanula carpatica f. dasycarpa (synonym for Campanula carpatica)	|	gbif:5410826	|	
Campanula dasycarpa	|	372039	|	synonym	|	Campanula dasycarpa (synonym for Campanula carpatica)	|	gbif:5410826	|	
Campanula elegantissima	|	84671	|	synonym	|	Campanula elegantissima (synonym for Campanula bayerniana)	|	gbif:5411780	|	
Campanula bayerniana subsp. choziatowskyi	|	84671	|	synonym	|	Campanula bayerniana subsp. choziatowskyi (synonym for Campanula bayerniana)	|	gbif:5411780	|	
Campanula choziatowskyi	|	84671	|	synonym	|	Campanula choziatowskyi (synonym for Campanula bayerniana)	|	gbif:5411780	|	
Campanula bayerniana var. trautvetteri	|	84671	|	synonym	|	Campanula bayerniana var. trautvetteri (synonym for Campanula bayerniana)	|	gbif:5411780	|	
Campanula takhtadzhianii	|	84671	|	synonym	|	Campanula takhtadzhianii (synonym for Campanula bayerniana)	|	gbif:5411780	|	
Campanula savalanica	|	84671	|	synonym	|	Campanula savalanica (synonym for Campanula bayerniana)	|	gbif:5411780	|	
Campanula betulifolia var. glaberrima	|	84671	|	synonym	|	Campanula betulifolia var. glaberrima (synonym for Campanula bayerniana)	|	gbif:5411780	|	
Campanula cashmiriana	|	322455	|	synonym	|	Campanula cashmiriana (synonym for Campanula cashmeriana)	|	ncbi:1241048,gbif:5604623	|	
Campanula kashmiriana	|	322455	|	homotypic synonym	|	Campanula kashmiriana (synonym for Campanula cashmeriana)	|	gbif:5410109	|	
Campanula cashmeriana var. evolvulacea	|	322455	|	synonym	|	Campanula cashmeriana var. evolvulacea (synonym for Campanula cashmeriana)	|	gbif:5410109	|	
Campanula ruderalis	|	322455	|	synonym	|	Campanula ruderalis (synonym for Campanula cashmeriana)	|	gbif:5410109	|	
Campanula incanescens var. mollis	|	322455	|	synonym	|	Campanula incanescens var. mollis (synonym for Campanula cashmeriana)	|	gbif:5410109	|	
Campanula evolvulacea	|	322455	|	synonym	|	Campanula evolvulacea (synonym for Campanula cashmeriana)	|	gbif:5410109	|	
Codonopsis cashmeriana	|	322455	|	synonym	|	Codonopsis cashmeriana (synonym for Campanula cashmeriana)	|	gbif:5410109	|	
Campanula incanescens var. holosericea	|	322455	|	synonym	|	Campanula incanescens var. holosericea (synonym for Campanula cashmeriana)	|	gbif:5410109	|	
Campanula sarmentosa	|	1009387	|	homotypic synonym	|	Campanula sarmentosa (synonym for Campanula edulis)	|	gbif:5411424	|	
Campanula rigidipila	|	1009387	|	homotypic synonym	|	Campanula rigidipila (synonym for Campanula edulis)	|	gbif:5411424	|	
Campanula rigidipila var. sarmentosa	|	1009387	|	synonym	|	Campanula rigidipila var. sarmentosa (synonym for Campanula edulis)	|	gbif:5411424	|	
Campanula rigidipila var. quartiniana	|	1009387	|	heterotypic synonym	|	Campanula rigidipila var. quartiniana (synonym for Campanula edulis)	|	gbif:5411424	|	
Campanula schimperi var. rigidipila	|	1009387	|	synonym	|	Campanula schimperi var. rigidipila (synonym for Campanula edulis)	|	gbif:5411424	|	
Campanula quartiniana	|	1009387	|	synonym	|	Campanula quartiniana (synonym for Campanula edulis)	|	gbif:5411424	|	
Campanula schimperi	|	1009387	|	synonym	|	Campanula schimperi (synonym for Campanula edulis)	|	gbif:5411424	|	
Campanula rigidipila var. esculenta	|	1009387	|	synonym	|	Campanula rigidipila var. esculenta (synonym for Campanula edulis)	|	gbif:5411424	|	
Campanula esculenta	|	1009387	|	synonym	|	Campanula esculenta (synonym for Campanula edulis)	|	gbif:5411424	|	
Campanula allarifolia	|	245756	|	misspelling	|	Campanula allarifolia (synonym for Campanula alliariifolia)	|	ncbi:239396	|	
Campanula alliariaefolia	|	245756	|	synonym	|	Campanula alliariaefolia (synonym for Campanula alliariifolia)	|	ncbi:239396	|	
Medium alliariifolium	|	245756	|	synonym	|	Medium alliariifolium (synonym for Campanula alliariifolia)	|	gbif:5410181	|	
Campanula musarum	|	309809	|	homotypic synonym	|	Campanula musarum (synonym for Campanula rupicola)	|	gbif:5410084	|	
Campanula rupestris	|	309809	|	homotypic synonym	|	Campanula rupestris (synonym for Campanula rupicola)	|	gbif:5410084	|	
Campanula flagellaris	|	450440	|	synonym	|	Campanula flagellaris (synonym for Campanula tymphaea)	|	gbif:5410095	|	
Campanula garganica subsp. acarnanica	|	109722	|	synonym	|	Campanula garganica subsp. acarnanica (synonym for Campanula acarnanica)	|	ncbi:361371	|	
Tracheliopsis fruticulosa	|	858205	|	synonym	|	Tracheliopsis fruticulosa (synonym for Campanula fruticulosa)	|	gbif:5411534	|	
Campanula tridentata var. petrophila	|	954429	|	proparte synonym	|	Campanula tridentata var. petrophila (synonym for Campanula petrophila)	|	gbif:5411266	|	
Campanula petrophila var. longiflora	|	954429	|	synonym	|	Campanula petrophila var. longiflora (synonym for Campanula petrophila)	|	gbif:5411266	|	
Campanula petrophila var. exappendiculata	|	954429	|	synonym	|	Campanula petrophila var. exappendiculata (synonym for Campanula petrophila)	|	gbif:5411266	|	
Campanula petrophila var. borbalensis	|	954429	|	synonym	|	Campanula petrophila var. borbalensis (synonym for Campanula petrophila)	|	gbif:5411266	|	
Campanula petrophila var. linoides	|	954429	|	synonym	|	Campanula petrophila var. linoides (synonym for Campanula petrophila)	|	gbif:5411266	|	
Campanula petrophila var. angustifolia	|	954429	|	synonym	|	Campanula petrophila var. angustifolia (synonym for Campanula petrophila)	|	gbif:5411266	|	
Campanula scheuchzeri subsp. witasekiana	|	410742	|	synonym	|	Campanula scheuchzeri subsp. witasekiana (synonym for Campanula witasekiana)	|	gbif:5411960	|	
Campanula hostii var. witasekiana	|	410742	|	synonym	|	Campanula hostii var. witasekiana (synonym for Campanula witasekiana)	|	gbif:5411960	|	
Campanula witasekiana var. praticola	|	410742	|	synonym	|	Campanula witasekiana var. praticola (synonym for Campanula witasekiana)	|	gbif:5411960	|	
Campanula scheuchzeri f. witasekiana	|	410742	|	synonym	|	Campanula scheuchzeri f. witasekiana (synonym for Campanula witasekiana)	|	gbif:5411960	|	
Campanula scheuchzeri var. witasekiana	|	410742	|	synonym	|	Campanula scheuchzeri var. witasekiana (synonym for Campanula witasekiana)	|	gbif:5411960	|	
Campanula atlantica	|	3893227	|	synonym	|	Campanula atlantica (synonym for Campanula afganica)	|	ncbi:1547559,gbif:5409843	|	
Campanula atlantica var. guergourensis	|	3893227	|	synonym	|	Campanula atlantica var. guergourensis (synonym for Campanula afganica)	|	gbif:5409843	|	
Campanula atlantica var. glabra	|	3893227	|	synonym	|	Campanula atlantica var. glabra (synonym for Campanula afganica)	|	gbif:5409843	|	
Campanula elatines var. fenestrellata	|	377023	|	synonym	|	Campanula elatines var. fenestrellata (synonym for Campanula fenestrellata)	|	gbif:5410210	|	
Campanula garganica subsp. fenestrellata	|	377023	|	synonym	|	Campanula garganica subsp. fenestrellata (synonym for Campanula fenestrellata)	|	gbif:5410210	|	
Campanula brachiata	|	109746	|	homotypic synonym	|	Campanula brachiata (synonym for Campanula dichotoma)	|	gbif:5411576	|	
Campanula catinensis	|	109746	|	synonym	|	Campanula catinensis (synonym for Campanula dichotoma)	|	gbif:5411576	|	
Campanula dichotoma f. alba	|	109746	|	synonym	|	Campanula dichotoma f. alba (synonym for Campanula dichotoma)	|	gbif:5411576	|	
Campanula decipiens	|	109746	|	synonym	|	Campanula decipiens (synonym for Campanula dichotoma)	|	gbif:5411576	|	
Campanula dichotoma var. brachiata	|	109746	|	synonym	|	Campanula dichotoma var. brachiata (synonym for Campanula dichotoma)	|	gbif:5411576	|	
Campanula hispida	|	953229	|	homotypic synonym	|	Campanula hispida (synonym for Campanula morettiana)	|	gbif:5410431	|	
Campanula brachysepala	|	953229	|	synonym	|	Campanula brachysepala (synonym for Campanula morettiana)	|	gbif:5410431	|	
Campanula filiformis	|	953229	|	synonym	|	Campanula filiformis (synonym for Campanula morettiana)	|	gbif:5410431	|	
Campanula langsdorffiana	|	897852	|	synonym	|	Campanula langsdorffiana (synonym for Campanula parryi)	|	gbif:5411120	|	
Campanula rentoniae	|	897852	|	synonym	|	Campanula rentoniae (synonym for Campanula parryi)	|	gbif:5411120	|	
Campanula parryi var. idahoensis	|	897852	|	synonym	|	Campanula parryi var. idahoensis (synonym for Campanula parryi)	|	gbif:5411120	|	
Campanula planiflora	|	897852	|	synonym	|	Campanula planiflora (synonym for Campanula parryi)	|	gbif:5411120	|	
Campanula rotundifolia subsp. langsdorffiana	|	897852	|	synonym	|	Campanula rotundifolia subsp. langsdorffiana (synonym for Campanula parryi)	|	gbif:5411120	|	
Symphyandra odontosepala	|	782937	|	synonym	|	Symphyandra odontosepala (synonym for Campanula odontosepala)	|	ncbi:1241134,gbif:5410340	|	
Campanula faucium	|	782937	|	synonym	|	Campanula faucium (synonym for Campanula odontosepala)	|	gbif:5410340	|	
Campanula repens	|	782937	|	synonym	|	Campanula repens (synonym for Campanula odontosepala)	|	gbif:5410340	|	
Symphyandra repens	|	782937	|	synonym	|	Symphyandra repens (synonym for Campanula odontosepala)	|	gbif:5410340	|	
Campanula spathulifolia	|	263493	|	homotypic synonym	|	Campanula spathulifolia (synonym for Campanula ramosissima)	|	gbif:5410550	|	
Campanula baldensis	|	263493	|	synonym	|	Campanula baldensis (synonym for Campanula ramosissima)	|	gbif:5410550	|	
Campanula ramosissima var. glabrescens	|	263493	|	synonym	|	Campanula ramosissima var. glabrescens (synonym for Campanula ramosissima)	|	gbif:5410550	|	
Campanula lorei	|	263493	|	synonym	|	Campanula lorei (synonym for Campanula ramosissima)	|	gbif:5410550	|	
Loreia baldensis	|	263493	|	synonym	|	Loreia baldensis (synonym for Campanula ramosissima)	|	gbif:5410550	|	
Podanthum strigillosum	|	966401	|	synonym	|	Podanthum strigillosum (synonym for Campanula strigillosa)	|	gbif:5409863	|	
Asyneuma strigillosum	|	966401	|	synonym	|	Asyneuma strigillosum (synonym for Campanula strigillosa)	|	gbif:5409863	|	
Campanula bordesiana var. minuta	|	3893173	|	synonym	|	Campanula bordesiana var. minuta (synonym for Campanula bordesiana)	|	gbif:5412010	|	
Campanula bordesiana subsp. tibestica	|	3893173	|	synonym	|	Campanula bordesiana subsp. tibestica (synonym for Campanula bordesiana)	|	gbif:5412010	|	
Campanula linifolia var. justiniana	|	953231	|	synonym	|	Campanula linifolia var. justiniana (synonym for Campanula justiniana)	|	gbif:5411180	|	
Campanula linifolia subsp. justiniana	|	953231	|	synonym	|	Campanula linifolia subsp. justiniana (synonym for Campanula justiniana)	|	gbif:5411180	|	
Campanula nephrophylla	|	708308	|	synonym	|	Campanula nephrophylla (synonym for Campanula crenulata)	|	gbif:5410356	|	
Campanula baumgartenii subsp. bohemica	|	606298	|	synonym	|	Campanula baumgartenii subsp. bohemica (synonym for Campanula bohemica)	|	gbif:5410654	|	
Rapunculus patulus	|	732884	|	synonym	|	Rapunculus patulus (synonym for Campanula patula)	|	gbif:5410564	|	
Neocodon patulus	|	732884	|	synonym	|	Neocodon patulus (synonym for Campanula patula)	|	gbif:5410564	|	
Campanula racemosa var. grandiflora	|	219648	|	synonym	|	Campanula racemosa var. grandiflora (synonym for Campanula persicifolia)	|	gbif:5411475	|	
Campanula amygdalifolia	|	219648	|	synonym	|	Campanula amygdalifolia (synonym for Campanula persicifolia)	|	gbif:5411475	|	
Neocodon persicifolius	|	219648	|	synonym	|	Neocodon persicifolius (synonym for Campanula persicifolia)	|	gbif:5411475	|	
Rapunculus persicifolius	|	219648	|	synonym	|	Rapunculus persicifolius (synonym for Campanula persicifolia)	|	gbif:5411475	|	
Campanula persicifolia var. alba	|	219648	|	synonym	|	Campanula persicifolia var. alba (synonym for Campanula persicifolia)	|	gbif:5411475	|	
Symphyandra samothracica	|	309815	|	synonym	|	Symphyandra samothracica (synonym for Campanula samothracica)	|	gbif:5411689	|	
Symphyandra cretica subsp. samothracica	|	309815	|	synonym	|	Symphyandra cretica subsp. samothracica (synonym for Campanula samothracica)	|	gbif:5411689	|	
Symphyandra cretica var. samothracica	|	309815	|	synonym	|	Symphyandra cretica var. samothracica (synonym for Campanula samothracica)	|	gbif:5411689	|	
Trachelium asperuloides	|	95593	|	synonym	|	Trachelium asperuloides (synonym for Campanula asperuloides)	|	ncbi:368702,gbif:5412050	|	
Diosphaera asperuloides	|	95593	|	synonym	|	Diosphaera asperuloides (synonym for Campanula asperuloides)	|	gbif:5412050	|	
Campanula pestalozzae	|	27443	|	proparte synonym	|	Campanula pestalozzae (synonym for Campanula propinqua)	|	gbif:5411366	|	
Campanula balansae	|	27443	|	synonym	|	Campanula balansae (synonym for Campanula propinqua)	|	gbif:5411366	|	
Campanula hispidissima	|	27443	|	synonym	|	Campanula hispidissima (synonym for Campanula propinqua)	|	gbif:5411366	|	
Campanula propinqua var. parviflora	|	27443	|	synonym	|	Campanula propinqua var. parviflora (synonym for Campanula propinqua)	|	gbif:5411366	|	
Megalocalyx propinqua	|	27443	|	synonym	|	Megalocalyx propinqua (synonym for Campanula propinqua)	|	gbif:5411366	|	
Roucela propinqua	|	27443	|	synonym	|	Roucela propinqua (synonym for Campanula propinqua)	|	gbif:5411366	|	
Symphyandra hoffmanii	|	533072	|	misspelling	|	Symphyandra hoffmanii (synonym for Campanula hofmannii)	|	ncbi:103997	|	
Symphyandra hofmanni	|	533072	|	synonym	|	Symphyandra hofmanni (synonym for Campanula hofmannii)	|	ncbi:103997	|	
Symphyandra hofmannii	|	533072	|	synonym	|	Symphyandra hofmannii (synonym for Campanula hofmannii)	|	ncbi:103997,gbif:5410628	|	
Campanula bulgarica	|	1062652	|	synonym	|	Campanula bulgarica (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula farinulenta	|	1062652	|	synonym	|	Campanula farinulenta (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula balcanica	|	1062652	|	synonym	|	Campanula balcanica (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula rotundifolia var. farinulenta	|	1062652	|	synonym	|	Campanula rotundifolia var. farinulenta (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula balcanica f. incerta	|	1062652	|	synonym	|	Campanula balcanica f. incerta (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula rotundifolia f. borbasiana	|	1062652	|	synonym	|	Campanula rotundifolia f. borbasiana (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula velebitica f. divaricata	|	1062652	|	synonym	|	Campanula velebitica f. divaricata (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula velebitica f. parviflora	|	1062652	|	synonym	|	Campanula velebitica f. parviflora (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula balcanica var. velebetica	|	1062652	|	synonym	|	Campanula balcanica var. velebetica (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula rotundifolia f. divaricata	|	1062652	|	synonym	|	Campanula rotundifolia f. divaricata (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula balcanica f. divaricata	|	1062652	|	synonym	|	Campanula balcanica f. divaricata (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula rotundifolia f. incerta	|	1062652	|	synonym	|	Campanula rotundifolia f. incerta (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula velebitica f. incerta	|	1062652	|	synonym	|	Campanula velebitica f. incerta (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula balcanica f. parviflora	|	1062652	|	synonym	|	Campanula balcanica f. parviflora (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula balcanica f. borbasina	|	1062652	|	synonym	|	Campanula balcanica f. borbasina (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula balcanica f. farinulenta	|	1062652	|	synonym	|	Campanula balcanica f. farinulenta (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula rotundifolia f. parviflora	|	1062652	|	synonym	|	Campanula rotundifolia f. parviflora (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula rotundifolia subsp. velebitica	|	1062652	|	synonym	|	Campanula rotundifolia subsp. velebitica (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula velebitica f. borbasiana	|	1062652	|	synonym	|	Campanula velebitica f. borbasiana (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula velebitica f. farinulenta	|	1062652	|	synonym	|	Campanula velebitica f. farinulenta (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula rotundifolia var. balcanica	|	1062652	|	synonym	|	Campanula rotundifolia var. balcanica (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula rotundifolia subsp. bulgarica	|	1062652	|	synonym	|	Campanula rotundifolia subsp. bulgarica (synonym for Campanula velebitica)	|	gbif:5410629	|	
Campanula similans	|	888280	|	misspelling	|	Campanula similans (synonym for Campanula simulans)	|	ncbi:1241181	|	
Campanula thomasii	|	719194	|	homotypic synonym	|	Campanula thomasii (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula corymbosa	|	719194	|	synonym	|	Campanula corymbosa (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula rosanii	|	719194	|	synonym	|	Campanula rosanii (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula versicolor f. mrkvickana	|	719194	|	synonym	|	Campanula versicolor f. mrkvickana (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula versicolor var. thessala	|	719194	|	synonym	|	Campanula versicolor var. thessala (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula mrkvickana	|	719194	|	synonym	|	Campanula mrkvickana (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula versicolor var. multiflora	|	719194	|	synonym	|	Campanula versicolor var. multiflora (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula tenorei	|	719194	|	synonym	|	Campanula tenorei (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula willdenowiana	|	719194	|	synonym	|	Campanula willdenowiana (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula versicolor var. rosanii	|	719194	|	synonym	|	Campanula versicolor var. rosanii (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula mrkvickiana	|	719194	|	synonym	|	Campanula mrkvickiana (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula planiflora	|	719194	|	synonym	|	Campanula planiflora (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula verticillata	|	719194	|	synonym	|	Campanula verticillata (synonym for Campanula versicolor)	|	gbif:5411465	|	
Campanula jacquinii subsp. rumeliana	|	270858	|	synonym	|	Campanula jacquinii subsp. rumeliana (synonym for Campanula rumeliana)	|	ncbi:239438,gbif:5410787	|	
Diosphaera rumeliana	|	270858	|	synonym	|	Diosphaera rumeliana (synonym for Campanula rumeliana)	|	ncbi:239438,gbif:5410787	|	
Disphaera rumeli	|	270858	|	misspelling	|	Disphaera rumeli (synonym for Campanula rumeliana)	|	ncbi:239438	|	
Diosphaera dubia	|	270858	|	homotypic synonym	|	Diosphaera dubia (synonym for Campanula rumeliana)	|	gbif:5410787	|	
Trachelium rumelianum	|	270858	|	synonym	|	Trachelium rumelianum (synonym for Campanula rumeliana)	|	gbif:5410787	|	
Trachelium jacquinii subsp. rumelianum	|	270858	|	synonym	|	Trachelium jacquinii subsp. rumelianum (synonym for Campanula rumeliana)	|	gbif:5410787	|	
Phyteuma dubia	|	270858	|	synonym	|	Phyteuma dubia (synonym for Campanula rumeliana)	|	gbif:5410787	|	
Phyteuma rumelicum	|	270858	|	synonym	|	Phyteuma rumelicum (synonym for Campanula rumeliana)	|	gbif:5410787	|	
Campanula reuteriana	|	343255	|	synonym	|	Campanula reuteriana (synonym for Campanula cecilii)	|	gbif:5411517	|	
Campanula propinqua var. grandiflora	|	343255	|	synonym	|	Campanula propinqua var. grandiflora (synonym for Campanula cecilii)	|	gbif:5411517	|	
Campanula sclerotricha subsp. tchitounyi	|	450427	|	synonym	|	Campanula sclerotricha subsp. tchitounyi (synonym for Campanula sclerotricha)	|	gbif:5410071	|	
Campanula striata	|	450427	|	synonym	|	Campanula striata (synonym for Campanula sclerotricha)	|	gbif:5410071	|	
Campanula macrorhiza var. thyrsoides	|	667583	|	synonym	|	Campanula macrorhiza var. thyrsoides (synonym for Campanula thyrsoides)	|	gbif:5410886	|	
Campanula schischkinii	|	208535	|	synonym	|	Campanula schischkinii (synonym for Campanula longistyla)	|	gbif:5409870	|	
Campanula sibirica subsp. longistyla	|	208535	|	synonym	|	Campanula sibirica subsp. longistyla (synonym for Campanula longistyla)	|	gbif:5409870	|	
Campanula bzybica	|	208535	|	synonym	|	Campanula bzybica (synonym for Campanula longistyla)	|	gbif:5409870	|	
Campanula saxifragoides var. guinetii	|	906596	|	synonym	|	Campanula saxifragoides var. guinetii (synonym for Campanula saxifragoides)	|	gbif:5409913	|	
Campanula saxifragoides f. latifolia	|	906596	|	synonym	|	Campanula saxifragoides f. latifolia (synonym for Campanula saxifragoides)	|	gbif:5409913	|	
Campanula saxifragoides var. latifolia	|	906596	|	synonym	|	Campanula saxifragoides var. latifolia (synonym for Campanula saxifragoides)	|	gbif:5409913	|	
Campanula cypria	|	834342	|	synonym	|	Campanula cypria (synonym for Campanula podocarpa)	|	gbif:5411955	|	
Campanula calaminthifolia	|	322442	|	synonym	|	Campanula calaminthifolia (synonym for Campanula calamenthifolia)	|	ncbi:1241040,gbif:5409814	|	
Campanula myosotidifolia	|	501842	|	synonym	|	Campanula myosotidifolia (synonym for Campanula argentea)	|	gbif:5410408	|	
Rotantha floridana	|	962532	|	synonym	|	Rotantha floridana (synonym for Campanula floridana)	|	gbif:5410776	|	
Campanula argaea subsp. pamphylica	|	446697	|	synonym	|	Campanula argaea subsp. pamphylica (synonym for Campanula pamphylica)	|	gbif:5411272	|	
Campanula decumbens var. pseudospecularioides	|	804553	|	synonym	|	Campanula decumbens var. pseudospecularioides (synonym for Campanula cabezudoi)	|	gbif:5411079	|	
Campanula kirikkaleensis	|	936837	|	misspelling	|	Campanula kirikkaleensis (synonym for Campanula kirikkoleensis)	|	ncbi:1241106,gbif:5604796	|	
Campanula karukuschensis	|	858213	|	misspelling	|	Campanula karukuschensis (synonym for Campanula karakuschensis)	|	ncbi:428177	|	
Campanula hierosolyminata	|	453439	|	misspelling	|	Campanula hierosolyminata (synonym for Campanula hierosolymitana)	|	ncbi:1241096	|	
Campanula drabifolia var. rhodensis	|	309817	|	synonym	|	Campanula drabifolia var. rhodensis (synonym for Campanula rhodensis)	|	gbif:5411333	|	
Campanula gieseckiana	|	687233	|	misspelling	|	Campanula gieseckiana (synonym for Campanula gieseckeana)	|	ncbi:1241081,gbif:6371743	|	
Campanula rotundifolia var. gieseckeana	|	687233	|	synonym	|	Campanula rotundifolia var. gieseckeana (synonym for Campanula gieseckeana)	|	gbif:5927541	|	
Campanula uniflora var. gieseckeana	|	687233	|	synonym	|	Campanula uniflora var. gieseckeana (synonym for Campanula gieseckeana)	|	gbif:5927541	|	
Campanula uniflora var. gieseckiana	|	687233	|	homotypic synonym	|	Campanula uniflora var. gieseckiana (synonym for Campanula gieseckeana)	|	gbif:6371743	|	
Sachokiella macrochlamys	|	858218	|	synonym	|	Sachokiella macrochlamys (synonym for Campanula macrochlamys)	|	gbif:3166007	|	
Campanula glomerata var. artwinensis	|	858218	|	synonym	|	Campanula glomerata var. artwinensis (synonym for Campanula macrochlamys)	|	gbif:3166007	|	
Hemisphaera tridentata	|	845257	|	synonym	|	Hemisphaera tridentata (synonym for Campanula tridentata)	|	gbif:5411976	|	
Campanula pusilla subsp. excisa	|	962540	|	synonym	|	Campanula pusilla subsp. excisa (synonym for Campanula excisa)	|	gbif:5411179	|	
Campanula bayerniana var. andina	|	884754	|	synonym	|	Campanula bayerniana var. andina (synonym for Campanula andina)	|	gbif:5410238	|	
Campanula gumbetica	|	884754	|	synonym	|	Campanula gumbetica (synonym for Campanula andina)	|	gbif:5410238	|	
Campanula halacsyana	|	794319	|	synonym	|	Campanula halacsyana (synonym for Campanula hawkinsiana)	|	gbif:5411127	|	
Campanula betonicaefolia	|	351841	|	synonym	|	Campanula betonicaefolia (synonym for Campanula betonicifolia)	|	ncbi:1241036	|	
Campanula betonicifolia var. byzantina	|	351841	|	synonym	|	Campanula betonicifolia var. byzantina (synonym for Campanula betonicifolia)	|	gbif:5409959	|	
Campanula betonicifolia var. multicaulis	|	351841	|	synonym	|	Campanula betonicifolia var. multicaulis (synonym for Campanula betonicifolia)	|	gbif:5409959	|	
Campanula betonicifolia var. micrantha	|	351841	|	synonym	|	Campanula betonicifolia var. micrantha (synonym for Campanula betonicifolia)	|	gbif:5409959	|	
Campanula cariensis	|	351841	|	synonym	|	Campanula cariensis (synonym for Campanula betonicifolia)	|	gbif:5409959	|	
Campanula appenina	|	9006155	|	misspelling	|	Campanula appenina (synonym for Campanula apennina)	|	ncbi:1488313	|	
Campanula rotundifolia var. baumgartenii	|	1005301	|	synonym	|	Campanula rotundifolia var. baumgartenii (synonym for Campanula baumgartenii)	|	gbif:5411278	|	
Campanula rotundifolia subsp. baumgartenii	|	1005301	|	synonym	|	Campanula rotundifolia subsp. baumgartenii (synonym for Campanula baumgartenii)	|	gbif:5411278	|	
Campanula flexuosa	|	719196	|	synonym	|	Campanula flexuosa (synonym for Campanula waldsteiniana)	|	gbif:5410798	|	
Campanula rupestris	|	719196	|	synonym	|	Campanula rupestris (synonym for Campanula waldsteiniana)	|	gbif:5410798	|	
Campanula raddiana	|	667600	|	synonym	|	Campanula raddiana (synonym for Campanula raddeana)	|	ncbi:239420	|	
Campanula kemulariae	|	667600	|	synonym	|	Campanula kemulariae (synonym for Campanula raddeana)	|	gbif:5411714	|	
Campanula brotheri	|	667600	|	synonym	|	Campanula brotheri (synonym for Campanula raddeana)	|	gbif:5411714	|	
Campanula macrostyla f. rosea	|	27422	|	synonym	|	Campanula macrostyla f. rosea (synonym for Campanula macrostyla)	|	gbif:5411131	|	
Sicyocodon macrostylus	|	27422	|	synonym	|	Sicyocodon macrostylus (synonym for Campanula macrostyla)	|	gbif:5411131	|	
Campanula macrorhiza var. polycaulis	|	109726	|	synonym	|	Campanula macrorhiza var. polycaulis (synonym for Campanula alpina)	|	gbif:5409877	|	
Campanula alpina var. frigida	|	109726	|	synonym	|	Campanula alpina var. frigida (synonym for Campanula alpina)	|	gbif:5409877	|	
