uid	|	parent_uid	|	name	|	rank	|	sourceinfo	|	uniqname	|	flags	|	
9000257	|	896514	|	Matricaria achilleifolia	|	species	|	gbif:4233641	|		|		|	
1049221	|	701281	|	Anacyclus	|	genus	|	ncbi:99025,gbif:3148547	|		|		|	
148951	|	1049221	|	Anacyclus sp. EM408	|	species	|	ncbi:1159716	|		|		|	
307829	|	1049221	|	Anacyclus valentinus	|	species	|	ncbi:282207	|		|		|	
619112	|	1049221	|	Anacyclus sp. EM450	|	species	|	ncbi:1159720	|		|		|	
307872	|	1049221	|	Anacyclus maroccanus	|	species	|	ncbi:282202	|		|		|	
288825	|	1049221	|	Anacyclus homogamos	|	species	|	ncbi:512608	|		|		|	
1049227	|	1049221	|	Anacyclus clavatus	|	species	|	ncbi:99026	|		|		|	
195133	|	1049221	|	Anacyclus radiatus	|	species	|	ncbi:133234	|		|		|	
997926	|	195133	|	Anacyclus radiatus subsp. coronatus	|	subspecies	|	ncbi:282206	|		|	infraspecific	|	
195135	|	195133	|	Anacyclus radiatus subsp. radiatus	|	subspecies	|	ncbi:133235	|		|	infraspecific	|	
531427	|	1049221	|	Anacyclus pyrethrum	|	species	|	ncbi:159698	|		|		|	
485957	|	531427	|	Anacyclus pyrethrum subsp. pyrethrum	|	subspecies	|	ncbi:282205	|		|	infraspecific	|	
884729	|	1049221	|	Anacyclus sp. EM448	|	species	|	ncbi:1159718	|		|		|	
485985	|	1049221	|	Anacyclus linearilobus	|	species	|	ncbi:282201	|		|		|	
148950	|	1049221	|	Anacyclus sp. EM444	|	species	|	ncbi:1159717	|		|		|	
148947	|	1049221	|	Anacyclus sp. EM449	|	species	|	ncbi:1159719	|		|		|	
919824	|	1049221	|	Anacyclus monanthos	|	species	|	ncbi:282203,gbif:8045682	|		|		|	
485955	|	919824	|	Anacyclus monanthos subsp. cyrtolepidioides	|	subspecies	|	ncbi:282204	|		|	infraspecific	|	
195138	|	701281	|	Otanthus	|	genus	|	ncbi:133238	|		|		|	
195139	|	195138	|	Otanthus maritimus	|	species	|	ncbi:133239	|		|		|	
420735	|	701281	|	Heliocauta	|	genus	|	ncbi:282211,gbif:3096490	|		|		|	
420733	|	420735	|	Heliocauta atlantica	|	species	|	ncbi:282212	|		|		|	
833225	|	557765	|	Osmitopsidinae	|	subtribe	|	ncbi:886688	|		|		|	
796035	|	833225	|	Osmitopsis	|	genus	|	ncbi:99087,gbif:3110738	|		|		|	
856824	|	796035	|	Osmitopsis asteriscoides	|	species	|	ncbi:379267	|		|		|	
796023	|	796035	|	Osmitopsis osmitoides	|	species	|	ncbi:99088	|		|		|	
177947	|	557765	|	Leucanthemopsidinae	|	subtribe	|	ncbi:886731	|		|		|	
144336	|	177947	|	Leucanthemopsis	|	genus	|	ncbi:133252,gbif:3122018	|		|		|	
3899297	|	144336	|	Leucanthemopsis pectinata	|	species	|	ncbi:1554446	|		|		|	
9000241	|	144336	|	Leucanthemopsis sp. Aedo 11398	|	species	|	ncbi:1554448	|		|		|	
3899300	|	144336	|	Leucanthemopsis pallida	|	species	|	ncbi:1554442	|		|		|	
9000238	|	3899300	|	Leucanthemopsis pallida subsp. virescens	|	subspecies	|	ncbi:1554444	|		|	infraspecific	|	
9000240	|	9000238	|	Leucanthemopsis pallida var. virescens	|	varietas	|	ncbi:1556310	|		|	infraspecific	|	
9000239	|	9000238	|	Leucanthemopsis pallida var. bilbilitanum	|	varietas	|	ncbi:1554443	|		|	infraspecific	|	
9000236	|	3899300	|	Leucanthemopsis pallida subsp. pallida	|	subspecies	|	ncbi:1554460	|		|	infraspecific	|	
9000237	|	9000236	|	Leucanthemopsis pallida var. alpina	|	varietas	|	ncbi:1554445	|		|	infraspecific	|	
3899299	|	144336	|	Leucanthemopsis pulverulenta	|	species	|	ncbi:1554447	|		|		|	
144338	|	144336	|	Leucanthemopsis alpina	|	species	|	ncbi:133253	|		|		|	
9000235	|	144338	|	Leucanthemopsis alpina subsp. tomentosa	|	subspecies	|	ncbi:1554441	|		|	infraspecific	|	
488822	|	177947	|	Prolongoa	|	genus	|	ncbi:127991,gbif:3151343	|		|		|	
488823	|	488822	|	Prolongoa hispanica	|	species	|	ncbi:127992	|		|		|	
666975	|	177947	|	Castrilanthemum	|	genus	|	ncbi:133242,gbif:3087994	|		|		|	
666973	|	666975	|	Castrilanthemum debeauxii	|	species	|	ncbi:133243	|		|		|	
531424	|	177947	|	Hymenostemma	|	genus	|	ncbi:159694,gbif:3132536	|		|		|	
1006329	|	531424	|	Hymenostemma pseudanthemis	|	species	|	ncbi:159695	|		|		|	
127129	|	557765	|	Handeliinae	|	subtribe	|	ncbi:886713	|		|		|	
583469	|	127129	|	Handelia	|	genus	|	ncbi:457714,gbif:3134040	|		|		|	
583471	|	583469	|	Handelia trichophylla	|	species	|	ncbi:457715	|		|		|	
1008156	|	127129	|	Xylanthemum	|	genus	|	ncbi:457743,gbif:3150838	|		|		|	
831357	|	1008156	|	Xylanthemum paghmanense	|	species	|	ncbi:1115798	|		|		|	
555677	|	1008156	|	Xylanthemum pamiricum	|	species	|	ncbi:1115799	|		|		|	
387988	|	1008156	|	Xylanthemum rupestre	|	species	|	ncbi:1115800,gbif:3150843	|		|		|	
826579	|	1008156	|	Xylanthemum fisherae	|	species	|	ncbi:765730	|		|		|	
221672	|	127129	|	Pseudohandelia	|	genus	|	ncbi:99094,gbif:3132499	|		|		|	
221673	|	221672	|	Pseudohandelia umbellifera	|	species	|	ncbi:99095	|		|		|	
1008151	|	127129	|	Trichanthemis	|	genus	|	ncbi:457741,gbif:3150855	|		|		|	
1008158	|	1008151	|	Trichanthemis aulieatensis	|	species	|	ncbi:457742	|		|		|	
532240	|	127129	|	Richteria	|	genus	|	ncbi:457730,gbif:7762837	|		|		|	
532242	|	532240	|	Richteria pyrethroides	|	species	|	ncbi:457731	|		|		|	
476402	|	532240	|	Richteria djilgense	|	species	|	ncbi:765729	|		|		|	
1008162	|	532240	|	Richteria tianschanica	|	species	|	ncbi:457744	|		|		|	
796028	|	127129	|	Microcephala	|	genus	|	ncbi:99081,gbif:3087512	|		|		|	
896582	|	796028	|	Microcephala lamellata	|	species	|	ncbi:314057	|		|		|	
10905	|	127129	|	Allardia	|	genus	|	ncbi:457707,gbif:3149736,gbif:3151324	|		|		|	
10894	|	10905	|	Allardia tomentosa	|	species	|	ncbi:457708	|		|		|	
9000231	|	10905	|	Allardia tridactylites	|	species	|	ncbi:1663721	|		|		|	
308424	|	10905	|	Allardia glabra	|	species	|	ncbi:1205801	|		|		|	
9000232	|	10905	|	Waldheimia pulchella	|	species	|	gbif:8671899	|		|		|	
9000233	|	10905	|	Waldheimia stoliczkai	|	species	|	gbif:5699549	|		|		|	
532261	|	127129	|	Tanacetopsis	|	genus	|	ncbi:457736,gbif:3090985	|		|		|	
532232	|	532261	|	Tanacetopsis mucronata	|	species	|	ncbi:457738	|		|		|	
1011362	|	532261	|	Tanacetopsis eriobasis	|	species	|	ncbi:457737	|		|		|	
573326	|	127129	|	Lepidolopsis	|	genus	|	ncbi:205387,gbif:3150941	|		|		|	
573306	|	573326	|	Lepidolopsis turkestanica	|	species	|	ncbi:205388	|		|		|	
532252	|	127129	|	Sclerorhachis	|	genus	|	ncbi:457733,gbif:4933732	|		|		|	
532254	|	532252	|	Sclerorhachis platyrachis	|	species	|	ncbi:457734	|		|		|	
258700	|	557765	|	Mediterranean clade	|	no rank	|	ncbi:886697	|		|		|	
177949	|	258700	|	Mediterranean clade incertae sedis	|	no rank - terminal	|	ncbi:886736	|		|	was_container	|	
177952	|	258700	|	Glebionidinae	|	subtribe	|	ncbi:886735	|		|		|	
322582	|	177952	|	Heteranthemis	|	genus	|	ncbi:99059,gbif:3104077	|		|		|	
947894	|	322582	|	Heteranthemis viscidihirta	|	species	|	ncbi:99060	|		|		|	
9000266	|	322582	|	Heteranthemis viscidi-hirta	|	species	|	gbif:4240506	|		|		|	
9000265	|	322582	|	Heteranthemis hirta	|	species	|	gbif:4240508	|		|		|	
947897	|	177952	|	Ismelia	|	genus	|	ncbi:99063,gbif:8330455	|		|		|	
947903	|	947897	|	Ismelia carinata	|	species	|	ncbi:99064,gbif:3091999	|		|		|	
472702	|	177952	|	Argyranthemum	|	genus	|	ncbi:99031,gbif:8006011	|		|		|	
839580	|	472702	|	Argyranthemum foeniculaceum	|	species	|	ncbi:113638	|		|		|	
896578	|	472702	|	Argyranthemum hierrense	|	species	|	ncbi:314055	|		|		|	
143342	|	472702	|	Argyranthemum webbii	|	species	|	ncbi:159705	|		|		|	
614013	|	472702	|	Argyranthemum adauctum	|	species	|	ncbi:133268	|		|		|	
384081	|	614013	|	Argyranthemum adauctum subsp. canariense	|	subspecies	|	ncbi:405048	|		|	infraspecific	|	
669965	|	614013	|	Argyranthemum adauctum subsp. adauctum	|	subspecies	|	ncbi:405049	|		|	infraspecific	|	
111848	|	472702	|	Argyranthemum tenerifae	|	species	|	ncbi:113641	|		|		|	
143333	|	472702	|	Argyranthemum dissectum	|	species	|	ncbi:159701	|		|		|	
839582	|	472702	|	Argyranthemum pinnatifidum	|	species	|	ncbi:113639,gbif:8303003	|		|		|	
111850	|	839582	|	Argyranthemum pinnatifidum subsp. succulentum	|	subspecies	|	ncbi:113640	|		|	infraspecific	|	
428693	|	839582	|	Argyranthemum pinnatifidum subsp. montanum	|	subspecies	|	ncbi:405045	|		|	infraspecific	|	
428695	|	839582	|	Argyranthemum pinnatifidum subsp. pinnatifidum	|	subspecies	|	ncbi:405044	|		|	infraspecific	|	
3899116	|	472702	|	Argyranthemum callichrysum	|	species	|	ncbi:1519672	|		|		|	
472690	|	472702	|	Argyranthemum frutescens	|	species	|	ncbi:99032	|		|		|	
111846	|	472690	|	Argyranthemum frutescens subsp. frutescens	|	subspecies	|	ncbi:113643	|		|	infraspecific	|	
9000263	|	472690	|	Argyranthemum frutescens subsp. pumilum	|	subspecies	|	ncbi:1519673	|		|	infraspecific	|	
428696	|	472690	|	Argyranthemum frutescens subsp. succulentum	|	subspecies	|	ncbi:405047	|		|	infraspecific	|	
143330	|	472702	|	Argyranthemum coronopifolium	|	species	|	ncbi:159700,gbif:8245293	|		|		|	
531430	|	472702	|	Argyranthemum broussonetii	|	species	|	ncbi:159699	|		|		|	
9000262	|	531430	|	Argyranthemum broussonetii subsp. broussonetii	|	subspecies	|	ncbi:1519671	|		|	infraspecific	|	
428698	|	531430	|	Argyranthemum broussonetii subsp. gomerense	|	subspecies	|	ncbi:405046	|		|	infraspecific	|	
143338	|	472702	|	Argyranthemum haouarytheum	|	species	|	ncbi:159703	|		|		|	
663383	|	472702	|	Argyranthemum winteri	|	species	|	ncbi:113642	|		|		|	
143336	|	472702	|	Argyranthemum filifolium	|	species	|	ncbi:159702	|		|		|	
143340	|	472702	|	Argyranthemum thalassophilum	|	species	|	ncbi:159704	|		|		|	
9000264	|	472702	|	Argyranthemum haemotomma	|	species	|	gbif:7761066	|		|		|	
177950	|	258700	|	Santolininae	|	subtribe	|	ncbi:886734	|		|		|	
666972	|	177950	|	Rhetinolepis	|	genus	|	ncbi:133240,gbif:3152029	|		|		|	
666971	|	666972	|	Rhetinolepis lonadioides	|	species	|	ncbi:133241	|		|		|	
944228	|	177950	|	Santolina	|	genus	|	ncbi:41642,gbif:3125925	|		|		|	
221686	|	944228	|	Santolina rosmarinifolia	|	species	|	ncbi:99098	|		|		|	
652092	|	944228	|	Santolina impressa	|	species	|	ncbi:1142021	|		|		|	
772735	|	944228	|	Santolina elegans	|	species	|	ncbi:1142019	|		|		|	
130304	|	944228	|	Santolina corsica	|	species	|	ncbi:1142017	|		|		|	
781348	|	944228	|	Santolina ligustica	|	species	|	ncbi:1142022	|		|		|	
652096	|	944228	|	Santolina magonica	|	species	|	ncbi:1142023	|		|		|	
617588	|	652096	|	Santolina magonica subsp. vedraensis	|	subspecies	|	ncbi:1142024	|		|	infraspecific	|	
652099	|	944228	|	Santolina pinnata	|	species	|	ncbi:1142029	|		|		|	
130298	|	944228	|	Santolina adscensionis	|	species	|	ncbi:1142014	|		|		|	
464761	|	944228	|	Santolina viscosa	|	species	|	ncbi:1142033	|		|		|	
427554	|	944228	|	Santolina ageratifolia	|	species	|	ncbi:1142015	|		|		|	
464765	|	944228	|	Santolina villosa	|	species	|	ncbi:1142031	|		|		|	
907530	|	944228	|	Santolina africana	|	species	|	ncbi:179398	|		|		|	
652082	|	944228	|	Santolina melidensis	|	species	|	ncbi:1142025	|		|		|	
313201	|	944228	|	Santolina insularis	|	species	|	ncbi:765941,gbif:8282699	|		|		|	
652090	|	944228	|	Santolina neapolitana	|	species	|	ncbi:1142026	|		|		|	
992381	|	944228	|	Santolina oblongifolia	|	species	|	ncbi:634960	|		|		|	
33184	|	944228	|	Santolina virens	|	species	|	ncbi:1142032	|		|		|	
130302	|	944228	|	Santolina benthamiana	|	species	|	ncbi:1142016	|		|		|	
944231	|	944228	|	Santolina chamaecyparissus	|	species	|	ncbi:41644	|		|		|	
233707	|	944231	|	Santolina chamaecyparissus var. teucrietorum	|	varietas	|	ncbi:1142034	|		|	infraspecific	|	
464763	|	944228	|	Santolina semidentata	|	species	|	ncbi:1142030	|		|		|	
652088	|	944228	|	Santolina pectinata	|	species	|	ncbi:1142027	|		|		|	
781465	|	652088	|	Santolina pectinata subsp. subclausa	|	subspecies	|	ncbi:1142028	|		|	infraspecific	|	
652094	|	944228	|	Santolina etrusca	|	species	|	ncbi:1142020	|		|		|	
130288	|	944228	|	Santolina decumbens	|	species	|	ncbi:1142018	|		|		|	
472682	|	177950	|	Chamaemelum	|	genus	|	ncbi:99036,gbif:8424370	|		|		|	
907521	|	472682	|	Chamaemelum scariosum	|	species	|	ncbi:179397	|		|		|	
472684	|	472682	|	Chamaemelum nobile	|	species	|	ncbi:99037	|		|		|	
907513	|	472682	|	Chamaemelum eriolepis	|	species	|	ncbi:179393	|		|		|	
907517	|	472682	|	Chamaemelum fuscatum	|	species	|	ncbi:179395	|		|		|	
907519	|	472682	|	Chamaemelum flahaultii	|	species	|	ncbi:179394	|		|		|	
195136	|	177950	|	Mecomischus	|	genus	|	ncbi:133236,gbif:4933808	|		|		|	
195137	|	195136	|	Mecomischus halimifolius	|	species	|	ncbi:133237	|		|		|	
648742	|	177950	|	Cladanthus	|	genus	|	ncbi:99039,gbif:3110766	|		|		|	
130296	|	648742	|	Cladanthus scariosus	|	species	|	ncbi:1142013	|		|		|	
907523	|	648742	|	Cladanthus mixtus	|	species	|	ncbi:179396	|		|		|	
984748	|	648742	|	Cladanthus arabicus	|	species	|	ncbi:99040	|		|		|	
177943	|	258700	|	Leucantheminae	|	subtribe	|	ncbi:886733	|		|		|	
666984	|	177943	|	Chrysanthoglossum	|	genus	|	ncbi:133246,gbif:3141594	|		|		|	
666981	|	666984	|	Chrysanthoglossum deserticola	|	species	|	ncbi:133247	|		|		|	
371819	|	177943	|	Leucanthemum	|	genus	|	ncbi:99071,gbif:5400948	|		|		|	
3899140	|	371819	|	Leucanthemum gallaecicum	|	species	|	ncbi:1155831	|		|		|	
692371	|	371819	|	Leucanthemum maximum	|	species	|	ncbi:13423	|		|		|	
4727334	|	371819	|	Leucanthemum coronopifolium	|	species	|	ncbi:1155827	|		|		|	
4727335	|	4727334	|	Leucanthemum coronopifolium subsp. ceratophylloides	|	subspecies	|	ncbi:1155828	|		|	infraspecific	|	
3899137	|	371819	|	Leucanthemum delarbrei	|	species	|	ncbi:1155829	|		|		|	
3899135	|	371819	|	Leucanthemum favargeri	|	species	|	ncbi:1155830	|		|		|	
371806	|	371819	|	Leucanthemum vulgare	|	species	|	ncbi:99072	|		|		|	
856175	|	371806	|	Leucanthemum vulgare subsp. pujiulae	|	subspecies	|	ncbi:133255	|		|	infraspecific	|	
4727322	|	371806	|	Leucanthemum vulgare subsp. eliasii	|	subspecies	|	ncbi:1155861	|		|	infraspecific	|	
4727317	|	371819	|	Leucanthemum heterophyllum	|	species	|	ncbi:1155839	|		|		|	
4727333	|	371819	|	Leucanthemum atratum	|	species	|	ncbi:1155825	|		|		|	
4727336	|	371819	|	Leucanthemum pluriflorum	|	species	|	ncbi:1155856	|		|		|	
3899143	|	371819	|	Leucanthemum gaudinii	|	species	|	ncbi:1155832	|		|		|	
4727313	|	3899143	|	Leucanthemum gaudinii subsp. barrelieri	|	subspecies	|	ncbi:1155833	|		|	infraspecific	|	
4727314	|	3899143	|	Leucanthemum gaudinii subsp. cantabricum	|	subspecies	|	ncbi:1155834	|		|	infraspecific	|	
4727315	|	3899143	|	Leucanthemum gaudinii subsp. gaudinii	|	subspecies	|	ncbi:1155835	|		|	infraspecific	|	
3899141	|	371819	|	Leucanthemum gracilicaule	|	species	|	ncbi:1155836	|		|		|	
3899146	|	371819	|	Leucanthemum rotundifolium	|	species	|	ncbi:1155857	|		|		|	
4727332	|	371819	|	Leucanthemum lithopolitanicum	|	species	|	ncbi:1155849	|		|		|	
4727321	|	371819	|	Leucanthemum pachyphyllum	|	species	|	ncbi:1155853	|		|		|	
4727319	|	371819	|	Leucanthemum maestracense	|	species	|	ncbi:1155850	|		|		|	
4727325	|	371819	|	Leucanthemum ircutianum	|	species	|	ncbi:1155840	|		|		|	
4727329	|	4727325	|	Leucanthemum ircutianum subsp. cantabricum	|	subspecies	|	ncbi:1155842	|		|	infraspecific	|	
4727326	|	4727325	|	Leucanthemum ircutianum subsp. leucolepis	|	subspecies	|	ncbi:1155845	|		|	infraspecific	|	
4727328	|	4727325	|	Leucanthemum ircutianum subsp. crassifolium	|	subspecies	|	ncbi:1155843	|		|	infraspecific	|	
4727327	|	4727325	|	Leucanthemum ircutianum subsp. ircutianum	|	subspecies	|	ncbi:1155844	|		|	infraspecific	|	
4727330	|	4727325	|	Leucanthemum ircutianum subsp. pseudosylvaticum	|	subspecies	|	ncbi:1155846	|		|	infraspecific	|	
4727331	|	4727325	|	Leucanthemum ircutianum subsp. asperulum	|	subspecies	|	ncbi:1155841	|		|	infraspecific	|	
554504	|	371819	|	Leucanthemum adustum	|	species	|	ncbi:1000419	|		|		|	
4727324	|	554504	|	Leucanthemum adustum subsp. adustum	|	subspecies	|	ncbi:1155823	|		|	infraspecific	|	
4727323	|	554504	|	Leucanthemum adustum subsp. margaritae	|	subspecies	|	ncbi:1155824	|		|	infraspecific	|	
4727316	|	371819	|	Leucanthemum halleri	|	species	|	ncbi:1155838	|		|		|	
3899134	|	371819	|	Leucanthemum lacustre	|	species	|	ncbi:1155848	|		|		|	
856173	|	371819	|	Leucanthemum virgatum	|	species	|	ncbi:133254	|		|		|	
3899131	|	371819	|	Leucanthemum platylepis	|	species	|	ncbi:1155855	|		|		|	
5144315	|	371819	|	Leucanthemum x corunnense	|	species	|	ncbi:1303084	|		|	hybrid	|	
3899130	|	371819	|	Leucanthemum monspeliense	|	species	|	ncbi:1155851	|		|		|	
4727320	|	371819	|	Leucanthemum montserratianum	|	species	|	ncbi:1155852	|		|		|	
9000267	|	371819	|	Leucanthemum ligusticum	|	species	|	ncbi:1671120	|		|		|	
4727338	|	371819	|	Leucanthemum laciniatum	|	species	|	ncbi:1155847,gbif:5703255	|		|		|	
3899147	|	371819	|	Leucanthemum graminifolium	|	species	|	ncbi:1155837	|		|		|	
896583	|	371819	|	Leucanthemum merinoi	|	species	|	ncbi:314056	|		|		|	
3899144	|	371819	|	Leucanthemum burnatii	|	species	|	ncbi:1155826	|		|		|	
4727337	|	371819	|	Leucanthemum tridactylites	|	species	|	ncbi:1155859	|		|		|	
4727318	|	371819	|	Leucanthemum pallens	|	species	|	ncbi:1155854	|		|		|	
3899136	|	371819	|	Leucanthemum sylvaticum	|	species	|	ncbi:1155858	|		|		|	
3899133	|	371819	|	Leucanthemum ×superbum (Bergmans ex J.Ingram) Soreng & E.A.Cope	|	species	|	gbif:7378144	|		|		|	
9000268	|	371819	|	Leucanthemum margaritae	|	species	|	gbif:8154709	|		|		|	
9000269	|	371819	|	Leucanthemum subalpinum	|	species	|	gbif:5400954	|		|		|	
666979	|	177943	|	Chlamydophora	|	genus	|	ncbi:133244,gbif:3143107	|		|		|	
666977	|	666979	|	Chlamydophora tridentata	|	species	|	ncbi:133245	|		|		|	
856125	|	177943	|	Plagius	|	genus	|	ncbi:133259,gbif:3115063	|		|		|	
491014	|	856125	|	Plagius maghrebinus	|	species	|	ncbi:883860	|		|		|	
614002	|	856125	|	Plagius flosculosus	|	species	|	ncbi:133260	|		|		|	
614001	|	856125	|	Plagius fontanesii	|	species	|	ncbi:133261	|		|		|	
614000	|	856125	|	Plagius grandis	|	species	|	ncbi:133262	|		|		|	
984746	|	177943	|	Coleostephus	|	genus	|	ncbi:99041,gbif:3092079	|		|		|	
703377	|	984746	|	Coleostephus multicaulis	|	species	|	ncbi:133248	|		|		|	
349348	|	984746	|	Coleostephus myconis	|	species	|	ncbi:99042	|		|		|	
221674	|	177943	|	Rhodanthemum	|	genus	|	ncbi:99096,gbif:3149696	|		|		|	
322090	|	221674	|	Rhodanthemum maresii	|	species	|	ncbi:314062	|		|		|	
896575	|	221674	|	Rhodanthemum catananche	|	species	|	ncbi:314058	|		|		|	
896573	|	221674	|	Rhodanthemum laouense	|	species	|	ncbi:314059	|		|		|	
488824	|	221674	|	Rhodanthemum gayanum	|	species	|	ncbi:127993	|		|		|	
613998	|	488824	|	Rhodanthemum gayanum subsp. demnatense	|	subspecies	|	ncbi:133263	|		|	infraspecific	|	
614009	|	221674	|	Rhodanthemum hosmariense	|	species	|	ncbi:133264	|		|		|	
221676	|	221674	|	Rhodanthemum arundanum	|	species	|	ncbi:99097	|		|		|	
322092	|	221674	|	Rhodanthemum redieri	|	species	|	ncbi:314063	|		|		|	
322088	|	221674	|	Rhodanthemum depressum	|	species	|	ncbi:314061	|		|		|	
322086	|	221674	|	Rhodanthemum atlanticum	|	species	|	ncbi:314060	|		|		|	
322094	|	221674	|	Rhodanthemum briquetii	|	species	|	ncbi:314064	|		|		|	
371804	|	177943	|	Mauranthemum	|	genus	|	ncbi:99079,gbif:3096518	|		|		|	
811849	|	371804	|	Mauranthemum gaetulum	|	species	|	ncbi:133401	|		|		|	
796029	|	371804	|	Mauranthemum paludosum	|	species	|	ncbi:99080	|		|		|	
9000271	|	796029	|	Mauranthemum paludosum subsp. paludosum	|	subspecies	|	ncbi:1671122	|		|	infraspecific	|	
9000270	|	796029	|	Mauranthemum paludosum subsp. ebusitanum	|	subspecies	|	ncbi:1671121	|		|	infraspecific	|	
322569	|	177943	|	Glossopappus	|	genus	|	ncbi:99053,gbif:3150006	|		|		|	
322571	|	322569	|	Glossopappus macrotus	|	species	|	ncbi:99054	|		|		|	
666957	|	322571	|	Glossopappus macrotus subsp. hesperius	|	subspecies	|	ncbi:133249	|		|	infraspecific	|	
1049229	|	258700	|	Aaronsohnia	|	genus	|	ncbi:99021,gbif:3092959	|		|	incertae_sedis	|	
896585	|	1049229	|	Aaronsohnia factorovskyi	|	species	|	ncbi:314051	|		|	incertae_sedis_inherited	|	
1049235	|	1049229	|	Aaronsohnia pubescens	|	species	|	ncbi:99022	|		|	incertae_sedis_inherited	|	
997920	|	258700	|	Endopappus	|	genus	|	ncbi:282209,gbif:3098648	|		|	incertae_sedis	|	
420737	|	997920	|	Endopappus macrocarpus	|	species	|	ncbi:282210	|		|	incertae_sedis_inherited	|	
593035	|	258700	|	Otospermum	|	genus	|	ncbi:127987,gbif:3130908	|		|	incertae_sedis	|	
1014821	|	593035	|	Otospermum glabrum	|	species	|	ncbi:127988	|		|	incertae_sedis_inherited	|	
614007	|	258700	|	Heteromera	|	genus	|	ncbi:133265,gbif:5939868	|		|	incertae_sedis	|	
614003	|	614007	|	Heteromera philaenorum	|	species	|	ncbi:133267	|		|	incertae_sedis_inherited	|	
614005	|	614007	|	Heteromera fuscata	|	species	|	ncbi:133266	|		|	incertae_sedis_inherited	|	
144343	|	258700	|	Nivellea	|	genus	|	ncbi:133256,gbif:3100731	|		|	incertae_sedis	|	
144344	|	144343	|	Nivellea nivellei	|	species	|	ncbi:133257	|		|	incertae_sedis_inherited	|	
94920	|	258700	|	Daveaua	|	genus	|	ncbi:301868,gbif:3119129	|		|	incertae_sedis	|	
94922	|	94920	|	Daveaua anthemoides	|	species	|	ncbi:301869	|		|	incertae_sedis_inherited	|	
318851	|	258700	|	Lepidophorum	|	genus	|	ncbi:133250,gbif:8209674	|		|	incertae_sedis	|	
856163	|	318851	|	Lepidophorum repandum	|	species	|	ncbi:133251	|		|	incertae_sedis_inherited	|	
371826	|	258700	|	Lonas	|	genus	|	ncbi:99075,gbif:3110809	|		|	incertae_sedis	|	
371821	|	371826	|	Lonas annua	|	species	|	ncbi:99076	|		|	incertae_sedis_inherited	|	
258696	|	557765	|	Phymasperminae	|	subtribe	|	ncbi:886695	|		|		|	
833221	|	258696	|	Gymnopentzia	|	genus	|	ncbi:99057,gbif:3103324	|		|		|	
322580	|	833221	|	Gymnopentzia bifurcata	|	species	|	ncbi:99058	|		|		|	
701534	|	258696	|	Eumorphia	|	genus	|	ncbi:99051,gbif:3115659	|		|		|	
322567	|	701534	|	Eumorphia sericea	|	species	|	ncbi:99052	|		|		|	
9000312	|	701534	|	Eumorphia davyi	|	species	|	ncbi:1618037	|		|		|	
221682	|	258696	|	Phymaspermum	|	genus	|	ncbi:99092,gbif:3127297	|		|		|	
5232435	|	221682	|	Phymaspermum acerosum	|	species	|	ncbi:1237778	|		|		|	
221684	|	221682	|	Phymaspermum appressum	|	species	|	ncbi:99093	|		|		|	
1058472	|	221682	|	Phymaspermum leptophyllum	|	species	|	ncbi:457727,gbif:3127300	|		|		|	
9000313	|	221682	|	Phymaspermum aciculare	|	species	|	gbif:3127314	|		|		|	
4727312	|	221682	|	Phymaspermum parvifolium	|	species	|	gbif:4933754	|		|		|	
1095034	|	557765	|	Hulteniella	|	genus	|	ncbi:669515	|		|	incertae_sedis	|	
716282	|	1095034	|	Hulteniella integrifolia	|	species	|	ncbi:669707	|		|	incertae_sedis_inherited	|	
445542	|	557765	|	Tridactylina	|	genus	|	ncbi:466082,gbif:3088591	|		|	incertae_sedis	|	
445544	|	445542	|	Tridactylina kirilowii	|	species	|	ncbi:466083	|		|	incertae_sedis_inherited	|	
1026818	|	557765	|	Inulanthera	|	genus	|	ncbi:127984,gbif:3144400	|		|	incertae_sedis	|	
9000234	|	1026818	|	Inulanthera dregeana	|	species	|	ncbi:1721052	|		|	incertae_sedis_inherited	|	
583459	|	1026818	|	Inulanthera leucoclada	|	species	|	ncbi:457719	|		|	incertae_sedis_inherited	|	
593042	|	1026818	|	Inulanthera calva	|	species	|	ncbi:127985	|		|	incertae_sedis_inherited	|	
1014819	|	557765	|	Phalacrocarpum	|	genus	|	ncbi:127989,gbif:3150354	|		|	incertae_sedis	|	
488820	|	1014819	|	Phalacrocarpum hoffmannseggii	|	species	|	ncbi:127990	|		|	incertae_sedis_inherited	|	
856123	|	1014819	|	Phalacrocarpum oppositifolium	|	species	|	ncbi:133258	|		|	incertae_sedis_inherited	|	
9000310	|	856123	|	Phalacrocarpum oppositifolium subsp. anomalum	|	subspecies	|	ncbi:1554449	|		|	incertae_sedis_inherited,infraspecific	|	
9000311	|	856123	|	Phalacrocarpum oppositifolium subsp. oppositifolium	|	subspecies	|	ncbi:1554450	|		|	incertae_sedis_inherited,infraspecific	|	
156151	|	557765	|	Lepidolopha	|	genus	|	ncbi:100376,gbif:3096696	|		|	incertae_sedis	|	
274435	|	156151	|	Lepidolopha talassica	|	species	|	ncbi:333955	|		|	incertae_sedis_inherited	|	
156150	|	156151	|	Lepidolopha sp. Bremer 3109	|	species	|	ncbi:100377	|		|	incertae_sedis_inherited	|	
1009990	|	557765	|	Opisthopappus	|	genus	|	ncbi:463593,gbif:3143102	|		|	incertae_sedis	|	
